Kanji,Kana,Romaji,Type,Meaning
毎週,まいしゅう,maishuu,N,every week
毎日,まいにち,mainichi,N,every day
毎年,まいねん; まいとし,mainen; maitoshi,N,"every year, yearly, annually"
毎晩,まいばん,maiban,N,every night
前,まえ,mae,N,"before, in front"
～前,～まえ,～mae,Suf,in front of ~
曲る,まがる,magaru,V-godan,"to turn, to bend"
まずい,まずい,mazui,い-A,"terrible, unappetizing, unpleasant"
また,また,mata,N,"and, furthermore"
まだ,まだ,mada,Adv,"yet, still, besides"
町,まち,machi,N,"town, city"
待つ,まつ,matsu,V-godan,to wait
まっすぐ,まっすぐ,massugu,Adv,"straight, direct"
マッチ,マッチ,matchi,N(kat),match
窓,まど,mado,N,window
丸い; 円い,まるい,marui,N,"round, circular"
万,まん,man,N,ten thousand
万年筆,まんねんひつ,mannenhitsu,N,fountain pen
磨く,みがく,migaku,V-godan,"to brush, to polish"
右,みぎ,migi,N,right hand side
短い,みじかい,mijikai,い-A,short
水,みず,mizu,N,water
店,みせ,mise,N,"store, shop"
見せる,みせる,miseru,V-ichi,"to show, to display"
道,みち,michi,N,"road, street, way, directions"
三日,みっか,mikka,N,"three days, third day of the month"
三つ,みっつ,mittsu,N,three things
緑,みどり,midori,N,green
皆さん,みなさん,minasan,Pron,"all of you, everyone"
南,みなみ,minami,N,South
耳,みみ,mimi,N,ear
見る,みる,miru,V-ichi,"to see, to look"
みんな,みんな,minna,N,"all, everyone, everybody"
六日,むいか,muika,N,"six days, sixth day of month"
向こう,むこう,mukou,N,"beyond, over there"
難しい,むずかしい,muzukashii,N,difficult
六つ,むっつ,muttsu,N,six things
村,むら,mura,N,village
目,め,me,N,eye
メートル,メートル,meetoru,N(kat),meter
眼鏡,めがね,megane,N,eye glasses
もう,もう,mou,Adv,"already, again, more"
木曜日,もくようび,mokuyoubi,N,Thursday
もしもし,もしもし,moshimoshi,Expr,Hello?
持つ,もつ,motsu,V-godan,"to hold, to carry, to possess"
もっと,もっと,motto,N,more
物,もの,mono,N,thing
門,もん,mon,N,gate
問題,もんだい,mondai,N,a problem
～屋,～や,～ya,Suf,~ shop
八百屋,やおや,yaoya,N,greengrocer
野菜,やさい,yasai,N,vegetable
易しい,やさしい,yasashii,N,"easy, plain, simple"
安い,やすい,yasui,い-A,"inexpensive, cheap"
休み,やすみ,yasumi,N,"holiday, day off, absence"
休む,やすむ,yasumu,V-godan,"to rest, to have a break"
八つ,やっつ,yattsu,N,eight things
山,やま,yama,N,mountain
やる,やる,yaru,V-godan,"to do, to give (to pets, parents"
夕方,ゆうがた,yuugata,N,"late afternoon, evening"
夕飯,ゆうはん,yuuhan,N,"dinner, supper, evening meal"
郵便局,ゆうびんきょく,yuubinkyoku,N,post office
昨夜,ゆうべ,yuube,N,last night
有名,ゆうめい,yuumei,な-A,famous
雪,ゆき,yuki,N,snow
ゆっくりと,ゆっくりと,yukkurito,Adv,"slowly, at ease"
八日,ようか,youka,N,eight days
洋服,ようふく,youfuku,N,Western-style clothes
よく,よく,yoku,N,"frequently, often, well"
横,よこ,yoko,N,"beside, side, width"
四日,よっか,yokka,N,"four days, fourth day of the month"
四つ,よっつ,yottsu,N,four things
呼ぶ,よぶ,yobu,V-godan,"to call, to invite"
読む,よむ,yomu,V-godan,to read
夜,よる,yoru,N,"evening, night"
弱い,よわい,yowai,い-A,weak
来月,らいげつ,raigetsu,N,next month
来週,らいしゅう,raishuu,N,next week
来年,らいねん,rainen,N,next year
ラジオ,ラジオ,rajio,N(kat),radio
ラジオカセ,ラジオカセ,rajiokase,N(kat),radio cassette player
りっぱ,りっぱ,rippa,な-A,"splendid, fine"
留学生,りゅうがくせい,ryuugakusei,N,international student
両親,りょうしん,ryoushin,N,"parents (lit., both parents)"
料理,りょうり,ryouri,N,"cooking, cuisine"
旅行,りょこう,ryokou,N,"travel, trip"
零,れい,rei,N,"zero, nought"
冷蔵庫,れいぞうこ,reizouko,N,refrigerator
レコード,レコード,rekoodo,N(kat),record
レストラン,レストラン,resutoran,N(kat),restaurant
練習,れんしゅう (する),renshuu (suru),N,practice
廊下,ろうか,rouka,N,corridor
六,ろく,roku,N,six
ワイシャツ,ワイシャツ,waishatsu,N(kat),"shirt, business shirt"
若い,わかい,wakai,い-A,young
分かる,わかる,wakaru,V-godan,to understand
忘れる,わすれる,wasureru,V-ichi,to forget
私,わたし,watashi,Pron,"I, myself"
私,わたくし,watakushi,Pron,"I, myself, private affairs"
渡す,わたす,watasu,V-godan,"to hand  over, to get across"
渡る,わたる,wataru,V-godan,"to cross over, to go across"
悪い,わるい,warui,い-A,"bad, sinful, inferior"
